Gesture,Thumb_TIP_MCP,Thumb_TIP_Wrist,Index_TIP_MCP,Index_TIP_Wrist,Middle_TIP_MCP,Middle_TIP_Wrist,Ring_TIP_MCP,Ring_TIP_Wrist,Pinky_TIP_MCP,Pinky_TIP_Wrist
fist,0.15461566701313242,0.26180310783396205,0.07520260360918316,0.15809110643554744,0.07430710730399044,0.13433203295144377,0.06273531151957844,0.12401405524656797,0.05162942684559991,0.1332506585969578
fist,0.15805474198722402,0.2568788287245387,0.0776979881139143,0.15622863038408097,0.07441594723388727,0.13148454292403614,0.06534800395699689,0.12013483018901966,0.054756259002271664,0.12784019511470396
fist,0.13511737461907378,0.21498952996707874,0.06424435561096108,0.12610153580722377,0.06560907446008286,0.10223078080209307,0.057857405915050876,0.0924312178546492,0.050098631566191834,0.10779078166305503
fist,0.11426219659049763,0.1959833163242892,0.06903165651945291,0.12032381388376268,0.06341012906671804,0.0977984010427444,0.05549061555832025,0.09361175109304758,0.04938933679250675,0.10394832294729182
fist,0.1214140739589055,0.20151699537947138,0.07494707260335726,0.12287302921563684,0.06807817964120223,0.09808644235041504,0.06550261558961792,0.08941201407254341,0.056697132827753224,0.10556865642820075
fist,0.10636479342370643,0.20043138776481248,0.06995863893559989,0.12451585592785586,0.062208692944818206,0.11284318293874392,0.061086342962462736,0.10523927976147372,0.05902104836395902,0.11289431985380395
fist,0.12777325171358017,0.20715370640801486,0.06390615373613825,0.12847261326279777,0.05399390961845256,0.11297081162560901,0.04837963493804651,0.10433320374334833,0.03945255568687972,0.1243567886838988
fist,0.1241800188734905,0.21484922172900822,0.06307833634386427,0.13072881564928696,0.057856192949062635,0.1141661858491615,0.049802385428036736,0.11004632677328804,0.04422413073354372,0.12307438493295109
fist,0.12526170799985786,0.2308521307565498,0.08011830298713296,0.13971734426959928,0.07223359157077752,0.12226946062783635,0.0637729199107939,0.12017763245763498,0.054603819666825044,0.13208777759316495
fist,0.1351162064825703,0.24180855882518246,0.07349702938738939,0.14004441167055018,0.06793251165258686,0.12336904636834597,0.0614033621824691,0.12150234663807298,0.055021438947888954,0.13440706141979694
fist,0.13175590445514673,0.2513247274723127,0.08298302703069516,0.14617681325732856,0.07416258481875095,0.1310662911991866,0.06371544493663683,0.1308256614327447,0.055144073695307515,0.14235334060690782
fist,0.14112077025709177,0.2658108547900605,0.08107930099025049,0.1571735322817597,0.07533717232668448,0.1434473376337283,0.06742555875371457,0.14060212148346404,0.06158643685032997,0.14875880089974325
fist,0.14492183666397546,0.26635196832181457,0.09041330805806978,0.15356783192662202,0.08388705887042866,0.13516077272265622,0.07491309743210682,0.13278396974739076,0.06623155230183819,0.1431854759802198
fist,0.15878538191469677,0.26655447681570177,0.09951773806964102,0.12836518388467605,0.11063413806919653,0.10007006295517949,0.11034330711670107,0.08630154275542662,0.08302445711670992,0.1167147660592359
fist,0.15093249553057753,0.26623893154214145,0.0999009371511318,0.13040826349317905,0.1124940314117345,0.10611921881599921,0.10932882764976234,0.09694253712816259,0.08668014139878343,0.11927419026879701
fist,0.14588811540829902,0.2184537703894209,0.06141270305498639,0.16036806906474907,0.055445791533452145,0.15772594828891834,0.07556762696629352,0.12180598530369482,0.07114465338230024,0.13001091804925377
fist,0.13143019464787906,0.2057912639678875,0.06218187034819268,0.14918700473102497,0.059843945491633625,0.14381523349989014,0.0802497068177212,0.11415164389263602,0.07018015787481066,0.13088867788285263
fist,0.12952086502202825,0.18988449669615368,0.06290895144017365,0.14029782845548694,0.06808149587215505,0.1247778074993122,0.08459111266896963,0.09872605410269797,0.06293774065658744,0.12679033564082395
fist,0.13865781579581166,0.24801924624246735,0.09560772377061127,0.25046918488937575,0.09074113750662925,0.21493798283091492,0.11138198857785123,0.16668878497762785,0.08800990467985396,0.17141428001925785
fist,0.14694350831605463,0.250440524141629,0.1062434600583019,0.2670230714471849,0.10218665084757644,0.22641789712763066,0.12415736398087386,0.1719998726965542,0.10477235403764007,0.16991616867011156
fist,0.16411863357338716,0.2620088546064517,0.1409289995495693,0.29639876048558395,0.14373603344391617,0.25289780341811646,0.16404855909337152,0.20136833776519375,0.1521162085856527,0.18758806931791194
fist,0.16559360387136807,0.26326995798146524,0.13285711332184147,0.26752133611408907,0.14162798592422926,0.21903755250403714,0.15313705666520955,0.17965042843888224,0.13332972008625557,0.18063545619158838
fist,0.1511005025197035,0.28350019859072656,0.10322193925951112,0.2754379018077162,0.09547072967730776,0.23996016673968323,0.10427638258534659,0.20191776363191127,0.08759109469611415,0.20096549975822864
fist,0.145413304892615,0.28245495646133406,0.09296140454901933,0.2701934552973609,0.08276163390000056,0.24236647365184452,0.07619572803758498,0.22978914476690007,0.05367519875962356,0.2463703923532686
fist,0.18062387882246067,0.2612630134566944,0.07675051785457988,0.286691049404101,0.043322099290695366,0.2986205556243963,0.03765693632605425,0.2772563206948402,0.055622301021996,0.26020709327229163
fist,0.18375106200276511,0.2722495531213712,0.07609056363581501,0.2701232174148898,0.06767197104925446,0.2702845599647372,0.05570872566816432,0.2604813588767562,0.07165171486404984,0.24218800385896896
fist,0.15436939207383304,0.254384890181837,0.09131881664455634,0.25249195173997213,0.07829863399932342,0.2531153274998466,0.06380543359962862,0.24004362027058007,0.06602328195833104,0.24123902310552778
fist,0.13348322143808203,0.3400324833928583,0.23953437015286164,0.2644996349511109,0.25253054507463807,0.20147144029176345,0.244035048827496,0.1335291208290821,0.20398366553207928,0.13650624895957006
fist,0.2086321690740353,0.3684806851999031,0.21999200367379934,0.23255762911474165,0.2532075514272571,0.1839447071467628,0.22932485686540455,0.16409864560544354,0.18456304714681726,0.18732048664289488
fist,0.1811080130143731,0.3947340148885446,0.22136435936013113,0.2555994358977806,0.2216205717227599,0.219501662846731,0.213770959976136,0.18959202076266513,0.16526158637556299,0.19832489854415203
